# US Geological Survey
#
# The Site File stores location and general information about ground water,
# surface water, and meteorological sites for sites in USA.
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2011-05-12 15:06:43 EDT	(vaas01)
#
# The following selected fields are included in this output:
# agency_cd       -- Agency
# site_no         -- Site identification number
# station_nm      -- Site name
# site_tp_cd      -- Site type
# dec_lat_va      -- Decimal latitude
# dec_long_va     -- Decimal longitude
# coord_acy_cd    -- Latitude-longitude accuracy
# dec_coord_datum_cd -- Decimal Latitude-longitude datum
# alt_va          -- Altitude of Gage/land surface
# alt_acy_va      -- Altitude accuracy
# alt_datum_cd    -- Altitude datum
# data_type       -- Data type
# parm_cd         -- Parmeter code
# stat_cd         -- Statistical code
# loc_nm          -- Additional measurement description
# medium_grp_cd   -- Medium group code
# parm_grp_cd     -- Parameter group code
# srs_id          -- SRS ID
# access_cd       -- Access code
# begin_date      -- Begin date
# end_date        -- End date
# count_nu        -- Record count
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	data_type_cd	parm_cd	stat_cd	loc_nm	medium_grp_cd	parm_grp_cd	srs_id	access_cd	begin_date	end_date	count_nu
USGS	01118000	WOOD RIVER AT HOPE VALLEY, RI	ST	41.49815516	-71.7164561	U	NAD83	61.11	.01	NGVD29	dv	00060	00003		wat		1645423	0	1941-03-12		25628
USGS	01118000	WOOD RIVER AT HOPE VALLEY, RI	ST	41.49815516	-71.7164561	U	NAD83	61.11	.01	NGVD29	uv	00010			wat		1645597	0	2010-09-23		231
USGS	01118000	WOOD RIVER AT HOPE VALLEY, RI	ST	41.49815516	-71.7164561	U	NAD83	61.11	.01	NGVD29	uv	00060			wat		1645423	0	2010-09-23		231
USGS	01118000	WOOD RIVER AT HOPE VALLEY, RI	ST	41.49815516	-71.7164561	U	NAD83	61.11	.01	NGVD29	uv	00065			wat		17164583	0	2010-09-23		231
USGS	01118000	WOOD RIVER AT HOPE VALLEY, RI	ST	41.49815516	-71.7164561	U	NAD83	61.11	.01	NGVD29	uv	00095			wat		1646694	0	2010-09-23		231
USGS	01118500	PAWCATUCK RIVER AT WESTERLY, RI	ST	41.38371065	-71.8331247	S	NAD83				dv	00060	00003		wat		1645423	0	1940-11-27		25733
USGS	01118500	PAWCATUCK RIVER AT WESTERLY, RI	ST	41.38371065	-71.8331247	S	NAD83				uv	00060			wat		1645423	0	2010-09-23		231
USGS	01118500	PAWCATUCK RIVER AT WESTERLY, RI	ST	41.38371065	-71.8331247	S	NAD83				uv	00065			wat		17164583	0	2010-09-23		231
USGS	412154071462901	RI-WEW  522 WESTERLY, RI	GW	41.36509999	-71.7742336	F	NAD83	45.00	  5	NGVD29	dv	72019	00003		wat		1642008	0	2002-11-27		1865
USGS	412154071462901	RI-WEW  522 WESTERLY, RI	GW	41.36509999	-71.7742336	F	NAD83	45.00	  5	NGVD29	uv	72019			wat		1642008	0	2010-09-23		231
USGS	412844071422802	RI-RIW  600 RICHMOND, RI	GW	41.47898869	-71.7072888	F	NAD83	100.17	.01	NGVD29	dv	72019	00003		wat		1642008	0	1987-10-05		8164
USGS	412844071422802	RI-RIW  600 RICHMOND, RI	GW	41.47898869	-71.7072888	F	NAD83	100.17	.01	NGVD29	uv	72019			wat		1642008	0	2010-09-23		231
USGS	412918071321001	RI-SNW    6	GW	41.48843449	-71.5356159	S	NAD83	111.89	 .1	NGVD29	dv	72019	00003		wat		1642008	0	1987-10-05		7565
USGS	412932071374302	RI-RIW  417 RICHMOND, RI	GW	41.49232259	-71.6281194	F	NAD83	115.56	.01	NGVD29	dv	72019	00003		wat		1642008	0	1987-10-05		8305
USGS	412932071374302	RI-RIW  417 RICHMOND, RI	GW	41.49232259	-71.6281194	F	NAD83	115.56	.01	NGVD29	uv	72019			wat		1642008	0	2010-09-23		231
USGS	413252071323601	RI-EXW  554 EXETER, RI	GW	41.5478786	-71.5428388	S	NAD83	156.92	.01	NGVD29	dv	72019	00003		wat		1642008	0	2002-10-30		1897
USGS	413252071323601	RI-EXW  554 EXETER, RI	GW	41.5478786	-71.5428388	S	NAD83	156.92	.01	NGVD29	uv	72019			wat		1642008	0	2010-09-23		231
USGS	413358071433801	RI-EXW  475 EXETER, RI	GW	41.56621059	-71.72673449	S	NAD83	142.92	.01	NGVD29	dv	72019	00003		wat		1642008	0	1987-10-05		8164
USGS	413358071433801	RI-EXW  475 EXETER, RI	GW	41.56621059	-71.72673449	S	NAD83	142.92	.01	NGVD29	uv	72019			wat		1642008	0	2010-09-23		231
